Compound,Label,struct_file_path,maximum_MendeleevNumber,range_MendeleevNumber,avg_dev_MendeleevNumber,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,mode_AtomicWeight,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,range_NdValence,mean_NdValence,avg_dev_NdValence,mode_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,range_NsUnfilled,avg_dev_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,range_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
NiO2,1,../data/Structures/Insulators/NiO2_CollCode_78698.cif,87,26,11.55555556,42.694,30.23073333,18.97511111,15.9994,1673.2,612.5333333,743.6444444,6,2.666666667,16,4,2,2.666666667,0.888888889,124,58,85.33333333,25.77777778,1.91,3.44,1.53,2.93,0.68,3.44,0,2,4,2.666666667,1.777777778,4,8,2.666666667,3.555555556,0,0,0,6,4,7.333333333,1.777777778,6,0,0,0,2,2,1.333333333,0.888888889,2,2,0.888888889,0,0,2,0,2,0,2,9.105,1.215,9.51,0.54,9.105,0,0,0.264619867,225,213,83,94.66666667,12,-2,6,4.242640687,-45.50853034,0.125104452,1.093828339,0.812343322,9.63278E-17,0.190788409,0.190788409,0.127192273,0.084794848,0.23492503,0.369504164,1,0,5.049968378,1.920911144,1.920911144,1.920911144,3.214955928,2.59245878,2.903707354,-40.29958254,27.96460653,54.92,76.06,18.2885663,-1.862887257,11.08614965
NiS,1,../data/Structures/Insulators/NiS_HT_FINDSYM_CollCode_42492.cif,88,27,13.5,26.6284,45.3792,13.3142,32.065,1339.64,1058.18,669.82,6,3,10,4,1,3.5,0.5,124,19,114.5,9.5,1.91,2.58,0.67,2.245,0.335,1.91,0,2,4,2,2,0,8,4,4,0,0,0,6,4,8,2,6,0,0,0,2,2,1,1,0,2,1,0,0,2,0,2,0,2,10.32,15.466875,18.0534375,7.7334375,10.32,1.101,0,0.29769735,225,155,147.5,77.5,70,-2,4,2.828427125,-20.70626543,0.025293819,1.025293819,0.974706181,0.02004536,0.10171531,0.08166995,0.060880335,0.040834975,0.05671603,0.042407424,1,0,2.6757,2.394416291,2.394416291,2.394416291,3.332080017,3.332080017,3.332080017,-20.43917125,20.97346487,18.168838,35.187,11.63652355,21.95593647,13.70656665
PbO,1,../data/Structures/Insulators/PbO_CollCode_62842.cif,87,6,3,191.2006,111.5997,95.6003,15.9994,545.81,327.705,272.905,2,1,14,6,4,4,2,146,80,106,40,2.33,3.44,1.11,2.885,0.555,2.33,0,2,2,3,1,2,10,5,5,0,14,7,6,22,17,11,6,0,0,2,4,2,3,1,2,0,0,0,0,2,2,3,1,2,9.105,19.005,18.6075,9.5025,9.105,0,0,0,225,213,118.5,106.5,12,-2,4,2.828427125,-18.83336911,0.07107852,1.07107852,0.92892148,0.142210542,0.265152251,0.122941709,0.203681397,0.061470854,0.12284483,0.035759064,1,0,3.670677738,2.311482356,2.311482356,2.311482356,2.810325191,2.810325191,2.810325191,-20.61729768,17.04837587,15.032499,31.9373,12.98191508,8.692741462,19.8316964
PbTiO3,1,../data/Structures/Insulators/PbTiO3_CollCode_61168.cif,87,44,13.6,191.2006,60.61304,58.634784,15.9994,1886.2,541.202,583.6824,12,3.68,16,6,4,3.2,1.44,160,94,100.8,41.76,1.54,3.44,1.9,2.838,0.7224,3.44,0,2,4,2.8,1.44,4,10,2.4,3.04,0,14,4.48,4,24,10,7.2,6,0,0,0,4,4,2,0.8,2,8,2.56,0,0,2,6,3.6,1.92,2,9.105,19.005,14.423,6.3816,9.105,0,0,7.21067E-06,225,213,91,94.8,12,-2,6,3.380617019,-36.14509479,0.084094529,1.113166685,0.789763678,0.045754431,0.134123065,0.088368634,0.102656132,0.033308608,0.146272021,0.162532411,1,0,3.902,1.978917995,1.7700404,1.926698597,2.833425767,2.75913066,2.803707724,-44.82281151,23.72164291,43.26717,99.299,52.34150453,10.0927255,12.65552204
PdO,1,../data/Structures/Insulators/PdO_CollCode26598.cif,87,25,12.5,90.4206,61.2097,45.2103,15.9994,1773.25,941.425,886.625,6,3,10,5,3,3.5,1.5,139,73,102.5,36.5,2.2,3.44,1.24,2.82,0.62,2.2,1,0,4,2,2,0,10,5,5,0,0,0,6,4,8,2,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,5.305,11.7575,2.6525,9.105,0,0,0,225,213,118.5,106.5,12,-2,4,2.828427125,-23.07103434,0.008652659,1.008652659,0.991347341,0.155131838,0.176087033,0.020955194,0.165609435,0.010477597,0.014158349,0.271719011,1,0,3.407231281,2.010561178,2.010561178,2.010561178,2.655,2.655,2.655,-23.37545735,22.76596025,19.43,32.93,9.273797311,11.83859621,12.107331
Pr2CuO4,1,../data/Structures/Insulators/PrCu2O4_CollCode_91071.cif,87,70,26.69387755,124.90825,58.47984286,48.54907755,15.9994,1302.97,569.2814286,587.9787755,13,5.06122449,16,6,4,3.428571429,1.632653061,203,137,114.5714286,55.51020408,1.13,3.44,2.31,2.56,1.005714286,3.44,0.244897959,2,4,2.285714286,1.959183673,4,10,1.428571429,2.448979592,0,3,1.224489796,5,6,6.428571429,1.306122449,6,1,0.244897959,0,2,2,1.142857143,0.979591837,2,0,0,11,4.489795918,1,10,4.428571429,3.755102041,2,9.105,26.57,16.97714286,10.6844898,9.105,0,0,0,225,213,94.42857143,94.20408163,12,-2,5,3.082207001,-28.26537378,0.027618061,1.048331606,0.973419885,0.080725189,0.27695682,0.196231631,0.139949182,0.041043944,0.06553571,0.231437937,1,0,6.730208352,1.98045,1.98045,1.98045,3.059875,2.80077925,2.97350975,-24.13554745,22.11866831,20.29239,36.841,14.40905514,10.98011173,13.71587116
Pr2O3,1,../data/Structures/Insulators/Pr2O3_HT_CollCode_75481.cif,87,70,33.6,124.90825,65.9627,59.95596,15.9994,1149.2,514.48,551.616,13,6.24,16,6,4,3.6,1.92,203,137,120.8,65.76,1.13,3.44,2.31,2.516,1.1088,3.44,0,2,4,2.4,1.92,4,0,0,0,0,3,1.44,5,1,5.6,0.48,6,0,0,0,2,2,1.2,0.96,2,0,0,11,5.28,2,9,5.6,4.32,2,9.105,26.57,19.733,12.7536,9.105,0,0,0,194,182,84.8,87.36,12,-2,5,3.535533906,-30.04762368,0.036465876,1.061889104,0.954417654,0.056895204,0.138798738,0.081903534,0.100048958,0.030999824,0.06777322,0.348396925,1,0,3.706408153,2.675283658,2.304859493,2.480234557,3.042181614,2.908759222,2.997707483,-29.60009805,20.83764545,21.6237,38.981,13.47223138,15.29746612,15.50908237
PrMnO3,1,../data/Structures/Insulators/PrMnO3_CollCode_97081.cif,87,70,25.2,124.90825,48.768779,39.3232548,15.9994,1464.2,577.48,627.216,13,5.28,16,6,4,3.2,1.44,203,137,108,50.4,1.13,3.44,2.31,2.6,1.008,3.44,0,2,4,2.4,1.92,4,5,1,1.6,0,3,0.96,5,2,6,0.4,6,0,0,0,2,2,1.2,0.96,2,5,1.6,11,3.52,2,9,4.4,2.88,2,9.105,26.57,14.69551724,8.391793103,9.105,0,0,9.92386E-05,217,205,89.4,92.88,12,-2,5,3.273268354,-33.08522098,0.0707676,1.052067438,0.823080999,0.06280728,0.154800333,0.091993054,0.108357588,0.032691146,0.125819898,0.12150715,1,0,3.888332944,2.210081794,1.908733394,2.023905036,3.427012152,2.721929844,2.931425219,-36.28251053,23.03685373,33.668,51.21,13.83870344,10.82576287,12.01414898
PrO2,1,../data/Structures/Insulators/PrO2_CollCode_77653.cif,87,70,31.11111111,124.90825,57.63548333,55.51477778,15.9994,1149.2,437.8666667,510.7555556,13,5.777777778,16,6,4,3.333333333,1.777777778,203,137,111.6666667,60.88888889,1.13,3.44,2.31,2.67,1.026666667,3.44,0,2,4,2.666666667,1.777777778,4,0,0,0,0,3,1.333333333,5,1,5.666666667,0.444444444,6,0,0,0,2,2,1.333333333,0.888888889,2,0,0,11,4.888888889,2,9,5,4,2,9.105,26.57,17.96166667,11.80888889,9.105,0,0,0,194,182,72.66666667,80.88888889,12,-2,6,4.242640687,-41.43672787,0.037257104,1.027942828,0.944114343,0,0.069488301,0.069488301,0.046325534,0.030883689,0.104166667,0.14930622,1,0,3.812719764,2.334804489,2.334804489,2.334804489,2.696,2.696,2.696,-40.41008514,21.74219893,38.981,57.53,14.77226033,9.293078008,13.06376636
PtO2,1,../data/Structures/Insulators/PtO2_CollCode_202407.cif,87,24,10.66666667,179.0846,75.69426667,79.59315556,15.9994,1986.6,717,882.9333333,6,2.666666667,16,6,4,3.333333333,1.777777778,136,70,89.33333333,31.11111111,2.28,3.44,1.16,3.053333333,0.515555556,3.44,0.444444444,2,4,2.666666667,1.777777778,4,9,3,4,0,14,6.222222222,6,18,12,8,6,1,0.444444444,0,2,2,1.333333333,0.888888889,2,1,0.444444444,0,0,2,0,2,0,2,9.105,5.915,11.07666667,2.628888889,9.105,0,0,0,225,213,83,94.66666667,12,-2,6,4.242640687,-46.16414413,0.086526852,1.064895139,0.870209722,0.023350851,0.158470655,0.135119804,0.11343072,0.060053246,0.155607003,0.329996674,1,0,3.554498469,2.003391736,1.989106276,1.996249006,2.882513329,2.493956252,2.712987152,-44.17117065,25.0744718,43,56,8.948894021,11.32147282,10.63636083
Rh2O3,1,../data/Structures/Insulators/Rh2O3_CollCode_108941.cif,87,28,13.44,86.9061,50.76184,41.714928,15.9994,2182.2,927.68,1047.456,7,3.36,16,5,3,3.2,1.44,142,76,96.4,36.48,2.28,3.44,1.16,2.976,0.5568,3.44,0.48,2,4,2.4,1.92,4,8,3.2,3.84,0,0,0,6,3,7.2,1.44,6,1,0.48,0,2,2,1.2,0.96,2,2,0.96,0,0,2,1,2.4,0.48,2,9.105,4.535,10.919,2.1768,9.105,0,0,0,225,213,97.2,102.24,12,-2,5,3.535533906,-35.26329806,0.073863693,1.061553078,0.907670383,0.010302315,0.174491707,0.164189392,0.10881595,0.078810908,0.129697893,0.107451374,1,0,3.07391852,2.0494003,2.032390672,2.040895486,2.936987688,2.619666225,2.818668435,-34.09646262,24.67435572,31.06,42,6.255539463,12.94444751,10.51186673
Rh7(PbO5)3,1,../data/Structures/Insulators/Pb3Rh7O15_CollCode_420582.cif,87,28,10.8864,191.2006,63.27718,56.733336,15.9994,2182.2,731.3132,843.184608,7,2.688,16,6,4,3.32,1.584,146,80,96.88,37.056,2.28,3.44,1.16,2.982,0.5496,3.44,0.4032,2,4,2.64,1.632,4,10,3.44,4.128,0,14,2.9568,6,22,9.48,4.4448,6,1,0.4032,0,4,4,1.68,0.9408,2,2,0.8064,0,0,2,2,2.52,0.624,2,9.105,19.005,12.6554,4.26048,9.105,0,0,0,225,213,97.2,102.24,12,-2,6,3.264312746,-35.01956372,0.095060731,1.199175297,0.822883604,7.30522E-17,0.186377191,0.186377191,0.118795443,0.060874656,0.183522588,15.67231823,1,0,3.25955698,2.066463179,1.993804209,2.018897938,3.184924678,2.682365458,2.891440774,-22.19459701,35.08507747,42,63,16.58232911,0.436427598,12.3322081
Sm2CuO4,1,../data/Structures/Insulators/Sm2CuO4_CollCode_261377.cif,87,64,24.65306122,134.3606,61.18051429,51.63555918,15.9994,1302.97,609.5671429,634.0195918,13,5.06122449,16,6,4,3.428571429,1.632653061,198,132,113.1428571,53.87755102,1.17,3.44,2.27,2.571428571,0.992653061,3.44,0.244897959,2,4,2.285714286,1.959183673,4,10,1.428571429,2.448979592,0,6,2.448979592,6,5,7.285714286,1.469387755,6,1,0.244897959,0,2,2,1.142857143,0.979591837,2,0,0,8,3.265306122,1,7,3.571428571,2.530612245,2,9.105,24.125,16.27857143,9.686530612,9.105,0,0,0,225,213,86.42857143,85.06122449,12,-2,5,3.082207001,-28.7462902,0.02574781,1.045058668,0.9773198,0.086047065,0.275437126,0.189390061,0.142573028,0.038384707,0.060199939,0.2021013,1,0,6.595289662,1.957225,1.957225,1.957225,2.993175,2.76793414,2.918094713,-24.66032368,22.08397578,20.29239,36.841,14.36528664,11.38391685,13.10405071
Sm2O3,1,../data/Structures/Insulators/Sm2O3_FINDSYM_CollCode_261888.cif,87,64,30.72,134.3606,69.74364,64.493088,15.9994,1290.2,570.88,619.296,13,6.24,16,6,4,3.6,1.92,198,132,118.8,63.36,1.17,3.44,2.27,2.532,1.0896,3.44,0,2,4,2.4,1.92,4,0,0,0,0,6,2.88,6,2,6.8,0.96,6,0,0,0,2,2,1.2,0.96,2,0,0,8,3.84,2,6,4.4,2.88,2,9.105,24.125,18.755,11.58,9.105,0,0,0,166,154,73.6,73.92,12,-2,5,3.535533906,-30.44239468,0.046583462,1.059242989,0.933709052,0.03201072,0.145505488,0.113494768,0.096853051,0.03498958,0.084239795,0.163367455,1,0,3.779835147,3.113276523,2.236801563,2.46931029,3.666475728,2.706439541,3.128527315,-29.05127777,22.56567914,23.55,41.64,14.28040264,14.52469476,14.95905455
SnO,1,../data/Structures/Insulators/SnO_CollCode_15516.cif,87,7,3.5,102.7106,67.3547,51.3553,15.9994,450.28,279.94,225.14,2,1,14,5,3,3.5,1.5,139,73,102.5,36.5,1.96,3.44,1.48,2.7,0.74,1.96,0,2,2,3,1,2,10,5,5,0,0,0,6,8,10,4,6,0,0,2,4,2,3,1,2,0,0,0,0,2,2,3,1,2,9.105,24.18,21.195,12.09,9.105,0,0,0,141,129,76.5,64.5,12,-2,4,2.828427125,-19.54365259,0.072853341,1.072853341,0.927146659,0.137893931,0.263295042,0.125401112,0.200594487,0.062700556,0.126403242,0.090250729,1,0,3.532017709,2.2186612,2.2186612,2.2186612,2.686015819,2.686015819,2.686015819,-21.4628029,17.62336125,14.63307,30.506,11.79603934,10.2520353,17.46241384
SnO2,1,../data/Structures/Insulators/SnO2_CollCode_9163.cif,87,7,3.111111111,102.7106,50.23626667,45.64915556,15.9994,450.28,204.8933333,200.1244444,2,0.888888889,16,5,3,3,1.333333333,139,73,90.33333333,32.44444444,1.96,3.44,1.48,2.946666667,0.657777778,3.44,0,2,2,3.333333333,0.888888889,4,10,3.333333333,4.444444444,0,0,0,6,8,8.666666667,3.555555556,6,0,0,2,4,2,2.666666667,0.888888889,2,0,0,0,0,2,2,2.666666667,0.888888889,2,9.105,24.18,17.165,10.74666667,9.105,0,0,0,141,129,55,57.33333333,12,-2,6,4.242640687,-44.96798678,0.097683658,1.073262744,0.853474512,0.005275905,0.170572266,0.165296361,0.115473479,0.073465049,0.171870917,0.057472129,1,0,3.709820422,2.057737019,2.051607189,2.054672104,2.905748388,2.585069821,2.798855532,-42.8476375,24.60367329,40.74,77.03,32.40850484,11.9922476,11.92210068
Sr0.668La3.332Ni2O8,1,../data/Structures/Insulators/La167Sr33Ni100O400_CollCode_95582.cif,87,79,28.68081633,122.90607,54.76751329,44.30641519,15.9994,1673.2,612.2054286,637.0347755,14,5.279020408,16,6,4,3.380857143,1.578122449,207,141,113.9988571,54.85583673,0.95,3.44,2.49,2.5457,1.022057143,3.44,0,2,4,2.285714286,1.959183673,4,8,1.380857143,1.891183673,0,0,0,2,8,5.666571429,1.619183673,6,0,0,0,2,2,1.142857143,0.979591837,2,9,3.128408,0,0,0,9,3.570571429,2.584408,2,9.105,45.125,18.04629357,12.42613367,9.105,0,0,0.145810947,225,213,95.90771429,95.89453061,12,-2,5,3.013117231,-28.04902877,0.077058857,1.095618808,0.795723501,0.041376508,0.130657609,0.089281101,0.087422507,0.030544131,0.19281625,0.14930622,0,1,6.911665275,2.210133591,1.9113235,2.060728545,3.327689264,2.703019616,2.953091226,-31.455697,21.93095095,23.78483146,41.69889,15.83067495,14.9033504,13.27911278
Sr0.66La3.34Mn4O12,1,../data/Structures/Insulators/La0.835Sr0.165MnO3_LT_CollCode_56755.cif,87,79,26.358,122.90607,46.67592249,36.81182699,15.9994,1464.2,570.561,618.9132,14,5.3196,16,6,4,3.167,1.4004,207,141,108.404,50.8848,0.95,3.44,2.49,2.58905,1.02114,3.44,0,2,4,2.4,1.92,4,5,1.167,1.5332,0,0,0,2,5,5.567,1.0928,6,0,0,0,2,2,1.2,0.96,2,9,3.168798,0,0,0,9,3.703,2.287998,2,9.105,45.125,15.51198974,9.698149103,9.105,0,0,9.92386E-05,225,213,90.423,94.1076,12,-2,5.165,3.251892176,-25.93182355,0.079928694,1.123308871,0.800178265,0.036788385,0.129737809,0.092949424,0.096590325,0.03800964,0.148336693,0.14930622,0,1,3.891484206,2.108964697,1.823328897,1.966146797,3.646657794,2.753050789,2.929880787,-26.90093637,22.86431812,36.56243,54.708,14.44527231,-1.831783415,11.80320169
Sr1Ti0.5Fe0.5O3,1,../data/Structures/Insulators/Sr2FeTiO6_CollCode_184373.cif,87,79,28.08,71.6206,37.49484,25.794528,15.9994,1886.2,618.08,675.936,14,5.76,16,5,3,3,1.2,195,129,107.8,50.16,0.95,3.44,2.49,2.591,1.0188,3.44,0,2,4,2.4,1.92,4,6,0.8,1.28,0,0,0,2,6,5.2,1.52,6,0,0,0,2,2,1.2,0.96,2,8,1.92,0,0,0,8,2.4,1.44,2,9.105,45.125,19.051,14.0716,9.105,0,0,0.379918853,229,217,94.5,99,12,-2,6,3.321819194,-36.56072741,0.084157582,1.116671577,0.789606045,0,0.12240775,0.12240775,0.07344465,0.05875572,0.15,0.14930622,0,1,3.90005,1.950025,1.950025,1.950025,2.757751802,2.757751802,2.757751802,-45.69970937,23.83630928,54.91,75,16.39782939,-0.46913858,11.86425631
Sr2.4La1.6Mn4O12,1,../data/Structures/Insulators/La0.4Sr0.6MnO3_HT_CollCode_236944.cif,87,79,26.88,122.90607,42.2140866,31.45762392,15.9994,1464.2,558.12,603.984,14,5.424,16,6,4,3.08,1.296,207,141,107.36,49.632,0.95,3.44,2.49,2.576,1.0368,3.44,0,2,4,2.4,1.92,4,5,1.08,1.568,0,0,0,2,5,5.48,1.232,6,0,0,0,2,2,1.2,0.96,2,9,2.4768,0,0,0,9,2.92,1.8048,2,9.105,45.125,17.01991724,12.1108331,9.105,0,0,9.92386E-05,225,213,93.12,97.344,12,-2,5.6,3.269649482,-35.18374871,0.083678585,1.113517762,0.790803537,0.002458386,0.123342586,0.120884201,0.078154134,0.053025495,0.148911,0.14930622,0,1,3.854192632,1.934525,1.923844125,1.927404416,3.585939136,2.720726453,2.804882495,-43.17041347,23.46204903,44.1932,63.93,16.00069976,7.257440483,11.40634264
Sr2CrO4,1,../data/Structures/Insulators/Sr2CrO4_CollCode_245595.cif,87,79,32,71.6206,41.60481429,29.26333061,15.9994,2125.2,642.7428571,671.9346939,14,6.204081633,16,5,3,3.142857143,1.306122449,195,129,113.2857143,54.04081633,0.95,3.44,2.49,2.474285714,1.103673469,3.44,0.244897959,2,4,2.285714286,1.959183673,4,5,0.714285714,1.224489796,0,0,0,2,4,4.857142857,1.632653061,6,1,0.244897959,0,2,2,1.142857143,0.979591837,2,5,1.224489796,0,0,0,6,2,1.142857143,2,9.105,45.125,22.29571429,18.24816327,9.105,0,0,0,229,217,103.8571429,104.9795918,12,-2,6,3.16227766,-31.57004477,0.075853821,1.082022758,0.779698054,0.02783528,0.125850377,0.098015096,0.07282157,0.036202184,0.204684875,0.322326048,1,0,6.912755142,2.06268118,1.91785,1.99026559,3.513257413,2.712249481,2.915266537,-43.70463941,26.5996143,49.16,69.46,18.21694488,6.198398287,13.3641852
Sr2CrOsO6,1,../data/Structures/Insulators/Sr2CrOsO6_SD_1902477.cif,87,79,27.12,174.2306,51.34625,42.41622,15.9994,3251.2,791.48,884.016,14,5.52,16,6,4,3.2,1.44,195,129,106.9,49.08,0.95,3.44,2.49,2.64,0.96,3.44,0.18,2,4,2.4,1.92,4,6,1.1,1.76,0,14,2.52,2,20,6.8,3.04,6,1,0.18,0,2,2,1.2,0.96,2,5,1.44,0,0,0,6,2.2,1.12,2,9.105,45.125,18.837,14.1572,9.105,0,0,0,229,217,94.5,99,12,-2,7,3.373323338,-39.20712386,0.079553351,1.129546092,0.68435726,6.55602E-17,0.130951397,0.130951397,0.083823058,0.056554007,0.137542944,1.268783318,1,0,5.543717165,1.69344,1.69344,1.69344,3.38688,2.394885815,2.840194295,-63.19018743,24.67022184,55,70.1,12.50252802,16.6463986,12.0472576
Sr2FeIrO6,1,../data/Structures/Insulators/Sr2FeIrO6_CollCode_4821.cif,87,79,26.04,176.2176,51.92984,43.116528,15.9994,2684.2,697.88,771.696,14,5.16,16,6,4,3.2,1.44,195,129,105.9,47.88,0.95,3.44,2.49,2.657,0.9396,3.44,0,2,4,2.4,1.92,4,7,1.3,2.08,0,14,2.52,2,21,7.1,3.36,6,0,0,0,2,2,1.2,0.96,2,4,1.12,0,0,0,4,1.9,0.76,2,9.105,45.125,18.803,14.1708,9.105,0,0,0.379919304,229,217,97.6,102.72,12,-2,7,3.373323338,-36.64800217,0.082445759,1.107295152,0.792456606,0.002754302,0.122277465,0.119523163,0.081826064,0.048079796,0.146294169,0.14930622,0,1,3.926901939,1.984423212,1.964713438,1.974585982,3.674185384,2.743788543,2.89322362,-25.24132506,23.70631011,57,72,11.33307625,-23.05567157,12.1463798
Sr2FeOsO6,1,../data/Structures/Insulators/Sr2FeOsO6_CollCode_188946.cif,87,79,26.4,174.2306,51.73114,42.878088,15.9994,3251.2,754.58,839.736,14,5.28,16,6,4,3.2,1.44,195,129,106.2,48.24,0.95,3.44,2.49,2.657,0.9396,3.44,0,2,4,2.4,1.92,4,6,1.2,1.92,0,14,2.52,2,20,7,3.2,6,0,0,0,2,2,1.2,0.96,2,4,1.28,0,0,0,4,2,0.8,2,9.105,45.125,18.791,14.1756,9.105,0,0,0.379919304,229,217,94.5,99,12,-2,7,3.373323338,-36.21672127,0.083337461,1.112647121,0.775602136,0.004429675,0.122461836,0.118032161,0.079502725,0.050781536,0.148173318,0.14930622,0,1,3.938461267,2.0313471,1.9191529,1.971261834,3.618337588,2.727696264,2.855894639,-43.86837991,23.62802533,41,55,10.34383862,11.48080113,12.18080888
Sr2La2Fe2O7.84,1,../data/Structures/Insulators/LaSrFeO4_CollCode_188895.cif,87,79,30.28834909,122.90607,49.86822514,38.37161693,15.9994,1756.2,616.8809249,636.8084467,14,5.730228207,16,6,4,3.300578035,1.473487253,207,141,114.5549133,55.01019078,0.95,3.44,2.49,2.509364162,1.05436199,3.44,0,2,4,2.265895954,1.964649671,4,6,1.011560694,1.441745464,0,0,0,2,6,5.277456647,1.60546627,6,0,0,0,2,2,1.132947977,0.982324835,2,9,2.671322129,0,0,0,9,3.011560694,2.016438905,2,9.105,45.125,19.87703757,14.84781065,9.105,0,0,0.521865238,229,217,100.4393064,100.1971332,12,-2,5,2.934928613,-27.39900416,0.073215065,1.084733558,0.789992254,0.039275776,0.128001456,0.088725681,0.081517298,0.032552697,0.191130662,0.14930622,0,1,6.907314589,2.14861878,1.93545,2.04203439,3.416485539,2.737139639,2.953473413,-35.11524584,22.29136588,28.338712,51.02856,20.60515216,14.30546399,13.57506225
Sr2MnO4,1,../data/Structures/Insulators/Sr2MnO4_CollCode_50794.cif,87,79,31.51020408,71.6206,42.02509214,29.74364816,15.9994,1464.2,548.3142857,564.0163265,14,6.040816327,16,5,3,3.142857143,1.306122449,195,129,113.2857143,54.04081633,0.95,3.44,2.49,2.458571429,1.121632653,3.44,0,2,4,2.285714286,1.959183673,4,5,0.714285714,1.224489796,0,0,0,2,5,5,1.714285714,6,0,0,0,2,2,1.142857143,0.979591837,2,5,1.224489796,0,0,0,5,1.857142857,1.06122449,2,9.105,45.125,22.19536946,18.30550317,9.105,0,0,7.59479E-05,225,213,102.1428571,103.0204082,12,-2,6,3.16227766,-32.1940279,0.071166691,1.064010632,0.772644191,0.013179911,0.122753635,0.109573724,0.065183966,0.039352328,0.206089137,0.251895076,1,0,6.81246671,1.952964,1.9011,1.927032,3.573186754,2.688561403,2.860612383,-45.65395447,25.7045582,51.21,72.41,19.08627958,4.965246813,12.92740988
Sr2NbFeO6,1,../data/Structures/Insulators/Sr2FeNbO6_RoomT_Perovskite_CollCode_8409.cif,87,79,27.6,76.90698,41.998778,31.1992536,15.9994,2695.2,698.98,773.016,14,5.64,16,5,3,3.1,1.32,195,129,108.2,50.64,0.95,3.44,2.49,2.597,1.0116,3.44,0.18,2,4,2.4,1.92,4,6,1,1.6,0,0,0,2,6,5.3,1.38,6,1,0.18,0,2,2,1.2,0.96,2,6,1.6,0,0,0,7,2.3,1.28,2,9.105,45.125,19.2,14.012,9.105,0,0,0.379919304,229,217,98,103.2,12,-2,7,3.373323338,-35.83303229,0.082801333,1.109053744,0.792996666,0.000366887,0.122000269,0.121633382,0.080460281,0.049817319,0.147084,0.14930622,0,1,3.975764546,1.994470523,1.992825,1.993922015,3.537564151,2.819443943,2.884939111,-59.52058423,23.41549818,30.651,54.91,20.63714316,37.3524945,12.53741766
Sr2SnO4,1,../data/Structures/Insulators/Sr2SnO4_CollCode_150387.cif,87,79,31.67346939,102.7106,51.13537143,40.15539592,15.9994,995.2,403.4685714,398.4783673,14,5.551020408,16,5,3,3.285714286,1.469387755,195,129,113.2857143,54.04081633,0.95,3.44,2.49,2.517142857,1.054693878,3.44,0,2,4,2.571428571,1.632653061,4,10,1.428571429,2.448979592,0,0,0,2,12,6,2.285714286,6,0,0,0,4,4,1.714285714,0.979591837,2,0,0,0,0,0,4,1.714285714,0.979591837,2,9.105,45.125,25.45214286,18.68244898,9.105,0,0,0,225,213,91.28571429,90.6122449,12,-2,6,3.16227766,-30.52593235,0.063993321,1.059914897,0.783188234,0.010342889,0.119640279,0.10929739,0.080474301,0.037669217,0.18359954,0.272823464,1,0,6.953409677,2.065498803,2.027465,2.046481902,3.616299357,2.8672685,3.010119585,-42.72088881,24.37756377,40.74,77.03,34.21912389,11.61134176,14.87976616
